employer,num_workers
PACTIV LLC,3
CCH INCORPORATED,3
PANA COMMUNITY HOSPITAL,3
PARAMOUNT SOFTWARE SOLUTIONS,3
PARKER HANNIFIN CORPORATION,3
"AKT, LLC.",3
"PASONA N A, INC.",3
PATSON USA INC,3
FAMILIA DENTAL ESL LLC,3
PAUL HASTINGS LLP,3
"CDI TECHNOLOGY, LLC",3
"PEAK6 INVESTMENTS, L.P.",3
"FARMERS SERVICES, LLC",3
CEB INC.,3
FCA US LLC,3
"ACUMEN CONSULTING, INC",3
ACXIOM CORPORATION,3
PERFORMANCE RESOURCES NY INC,3
FIDESSA CORPORATION,3
ARKRIT LLC,3
FIRST OBJECT INC,3
"PLATYS GROUP, LLC.",3
PLEXUS CORP.,3
FITCH RATINGS,3
PNT FINANCIAL LLC,3
CEREBRUM SOFTWARE SOLUTIONS INC,3
"CERTEC CONSULTING, INC.",3
"POWERREVIEWS, INC.",3
"PRAIRIE MANAGEMENT & DEVELOPMENT, INC.",3
"ARROWEYE SOLUTIONS, INC.",3
FORMAC INC,3
"CH2M HILL, INC.",3
AB TECHNOLOGIES INC,3
"FORSYTHE SOLUTIONS GROUP, INC.",3
CHALLENGER SPORTS CORPORATION,3
ARTECH INFORMATION SYSTEMS LLC,3
"PRIDEVEL CONSULTING, LLC",3
PRIMARY CARE OF SALEM LLC,3
"FREDONIA, INC.",3
PRO WATER AND FIRE RESTORATION,3
PRO-TEK CONSULTING,3
PROCESS POINT TECHNOLOGIES CORPORATION,3
"PRODIGY SOFTWARE GROUP, INC.",3
PRODUCTIVE EDGE LLC,3
PROGRESS RAIL LOCOMOTIVE INC.,3
"CHETU, INC.",3
PROPELSYS TECHNOLOGIES LLC,3
"FULLERTON ENGINEERING CONSULTANTS, INC.",3
PUI TAK CENTER,3
"PVR AMERICA, INC.",3
CHICAGO CLEARING CORPORATION,3
"ARYZTA, LLC.",3
"QUANTUM INTEGRATORS GROUP , LLC",3
QUESTEK INNOVATIONS LLC,3
R.R. DONNELLEY & SONS COMPANY,3
R3 TECHNOLOGY INC,3
"G3 INFOTEK, INC.",3
RADICAL SOFTWARE SOLUTIONS INC,3
RAKSAN CONSULTING INC.,3
GAMEVISION CORPORATION,3
"RATIO ARCHITECTS, INC.",3
"GATEWAY SOLUTIONS, INC.",3
RAYONSOFT TECHNOLOGIES INC.,3
"RAZORFISH, LLC",3
"GE INTELLIGENT PLATFORMS, INC.",3
"ASPECT SOFTWARE, INC.",3
RELIANCE GLOBAL SERVICES INC.,3
"RELIANT INFOTECH, INC.",3
CHINA STAR NEWS CHICAGO INC.,3
GENOME INTERNATIONAL CORPORATION,3
"RESOLUTION LIFE, INC.",3
RESPONSIVE TECHNOLOGIES INC.,3
GERMANE NEPHROLOGY ASSOCIATES,3
"ASTELLAS PHARMA GLOBAL DEVELOPMENT, INC.",3
GLEN BRIDGE NURSING AND REHABILITATION CENTER,3
"RIVERBED TECHNOLOGY, INC.",3
"GLEN OAKS NURSING AND REHABILITATION CENTRE, LTD.",3
GLOBAL DATA MART INC.,3
CIGNEX DATAMATICS INC.,3
ROCKFORD SCHOOL DISTRICT #205,3
"CIMPAR, SC",3
ROOSEVELT UNIVERSITY,3
ROOTSHELL ENTERPRISE TECHNOLOGIES INC,3
ADELFIA LLC,3
GLOBAL SYSTEMS LLC,3
"GNC CONSULTING, INC.",3
"RUBICON TECHNOLOGY, INC.",3
"SAGE GROUP CONSULTING, INC.",3
"SAI WYRA TECHNOLOGIES, INC.",3
SAINT ANTHONY HOSPITAL,3
"SALESFORCE.COM, INC.",3
"ALLSCRIPTS SOFTWARE, LLC",3
"CLARITY IN NUMBERS, LLC",3
GRAINGER TECH LLC,3
"SARATOGA REALTY INVESTORS, LLC",3
"CLEARLITE, INC.",3
SCHWAB REHABILITATION HOSPITAL,3
"SCHWEITZER ENGINEERING LABORATORIES, INC.",3
"SCIGON SOLUTIONS, INC.",3
"ABAL TECHNOLOGIES, INC",3
SELECT IT RESOURCES LLC,3
"CLOUD 9 INFOSYSTEMS, INC.",3
GUNTNER U.S. LLC,3
"SERVICE ORIENTED SOLUTIONS, LLC",3
"ADI STRATEGIES, INC.",3
AUGUSTANA COLLEGE,3
CLOUDCRAZE SOFTWARE LLC,3
"SHARMA & ASSOCIATES, INC.",3
HALLMARK GLOBAL TECHNOLOGIES INC,3
HAMILTON SUNDSTRAND,3
SHIPCO TRANSPORT INC.,3
"SIDDHI SYSTEMS, INC.",3
"HARMAN BECKER AUTOMOTIVE SYSTEMS, INC.",3
SIERRA CONSULTING INC.,3
SIGMA SOFTWARE LLC,3
CLUNE CONSTRUCTION COMPANY LP,3
"CMIC, INC.",3
"SIMEIO SOLUTIONS, LLC",3
AURORA UNIVERSITY,3
HAVI GLOBAL SOLUTIONS LLC,3
"SIVEES, INC",3
"HDNS GROUP, INC.",3
HEADSTREAM INC,3
SLIQ INFORMATION TECHNOLOGIES INC.,3
"SMITHGROUPJJR, INC., SUBSIDIARY OF SMITHGROUP CO., INC.",3
"SOFITRON, INC.",3
SOFTPATH SYSTEMS INC,3
SOLMANS TECHNOLOGY INC,3
HGS USA LLC,3
"SONOVA UNITED STATES CORPORATE SERVICES, LLC",3
"SOUND PHYSICIANS OF KANKAKEE ILLINOIS, LLC",3
AVANT SYSTEMS INC,3
"HIGHPOINT DENTAL, INC",3
ADROITCO INC,3
"SPEROTECK, INC.",3
SPRINGCM INC.,3
SPRINGSYS TECHNOLOGIES,3
"SRIVEN SYSTEMS, INC.",3
"SRK SYSTEMS, INC.",3
SS GLOBAL TECHNOLOGIES INC.,3
ST OF IL COMMISSION ON GOVERMENT FORECASTING AND ACCOUNTABILITY,3
AWOIT SYSTEMS INC,3
"HOSPIRA, INC.",3
STANDARD AND POOR'S FINANCIAL SERVICES LLC,3
COMMITPOINT INC.,3
"STAPLES, INC.",3
"COMMONWEALTH EDISON, AN EXELON COMPANY",3
STAX INC.,3
ADVANCED CLINICAL HOLDINGS INC,3
"HSO NORTH AMERICA, LLC",3
HTG CAPITAL PARTNERS LLC,3
"STRATEDGE, INC",3
HUMANA INSURANCE COMPANY,3
STUDIO GANG ARCHITECTS,3
"STUDIO OF MASTER'S TOUCH, INC.",3
"AMBC, INC.",3
SUNCOKE TECHNOLOGY AND DEVELOPMENT LLC,3
SUNMERGE SYSTEMS INC.,3
"COMPUSOFT INTEGRATED SOLUTIONS, INC.",3
SUNRAY INFOSYS CORPORATION,3
IA COLLABORATIVE LLC,3
"COMPUSYSTEMS, INC.",3
IBLESOFT INC,3
"SUTHERLAND HEALTHCARE SOLUTIONS, INC.",3
SV IT INC,3
"SVAM INTERNATIONAL, INC.",3
SWEDISHAMERICAN HOSPITAL,3
"SWIFT TECHNOLOGIES, INC.",3
SYNERGY GLOBAL TECHNOLOGIES INC.,3
ICONSOFT INC.,3
"SYSFORE TECHNOLOGIES, INC.",3
SYSINTELLI INC,3
"SYSMEX AMERICA, INC.",3
SYSTEMS SOFTWARE SOLUTIONS LTD D/B/A 3S USA,3
SYSTIME COMPUTER CORPORATION,3
COMTEK GLOBAL INC,3
"TABITHA VENTURES, INC.",3
"IDEANOVA TECHNOLOGIES, INC.",3
TANISHA SYSTEMS INC,3
COMTRIX SOLUTIONS INC.,3
"TARIS REAL ESTATE, LLC",3
TATE AND LYLE AMERICAS LLC,3
IIT JOBS INC.,3
TEAM BELVEDERE LLC,3
"ILINK SYSTEMS, INC.",3
ILLINOIS COLLEGE,3
TECHLIGENT SYSTEMS INC.,3
TECHNISAR SOLUTIONS INC.,3
"TECHNOMAX, LLC",3
CONCORDIA UNIVERSITY CHICAGO,3
TECHNOZANT LLC,3
TECHOPS INC,3
IMATRIX CORP,3
TEKNEST INC,3
TELLIGEN TECH INC.,3
TELNYX LLC,3
TEMPLE SYSTEMS LLC,3
CONSULTADD INC,3
TEZA TECHNOLOGIES LLC,3
THE ADVISORY BOARD COMPANY,3
THE ART INSTITUTE OF CHICAGO,3
BAKER & MCKENZIE GLOBAL SERVICES LLC,3
"INDSOFT, INC",3
BAKER & MCKENZIE LLP,3
BAKER & MCKENZIE PC,3
"INFISUNERGY IT, INC",3
"THE MILL GROUP, INC.",3
"INFOLOB SOLUTIONS, INC.",3
THE SCHOOL OF THE ART INSTITUTE OF CHICAGO,3
THE SHERWIN-WILLIAMS COMPANY,3
"COOPERFUND, INC.",3
"CORE INFORMATION TECHNOLOGY SOLUTIONS, INC.",3
"INFOWEB SYSTEMS, INC.",3
INGREDION INCORPORATED,3
TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO,3
INITECH GLOBAL LLC,3
"TREACY & COMPANY, INC.",3
TRILLISYS INC,3
INNOVATIVE NETWORK SOLUTIONS,3
"CORTLAND CAPITAL MARKET SERVICES, LLC",3
"COUNTRYSIDE VETERINARY CENTER, LLC",3
"TURKISH AMERICAN SOCIETY, INC",3
"TWITCH, LLC",3
"TWO RIVERS DENTAL, P.C.",3
"U.G.N., INC.",3
UBS AG,3
"AMERICAN CYBERSYSTEMS, INC.",3
"COYOTE LOGISTICS, LLC",3
"INTELLIGENT MEDICAL OBJECTS, INC.",3
INTELLIGENTISIA GROUP LLC - ROADSPACE,3
UNIQUITY CORP,3
"INTELLISOFT TECHNOLOGIES, INC.",3
UNITED METHODIST HOMES AND SERVICES,3
INTERACTIVE BROKERS LLC,3
"UNIVERSITY ANESTHESIOLOGISTS, S.C.",3
UNIVERSITY OF ILLINOIS FOUNDATION,3
CREATIVE GLOBAL SOLUTIONS GROUP INC,3
"URBAN GIS, INC.",3
"USM BUSINESS SYSTEMS, INC.",3
"VAKTECH CORPORATION, LLC",3
"VANTAGE ONCOLOGY, LLC",3
VAYA GROUP INC,3
"VBRIDGE GLOBAL, LLC",3
VCA INC.,3
VED SOFTWARE SERVICES INC,3
"INVENTIONS, INC.",3
"VERIFLOW SYSTEMS, INC.",3
VERTUCOM INC,3
INVOLGIXS INC,3
IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,3
CSXTECH INC.,3
"IPIVOT, LLC",3
"BDT CAPITAL PARTNERS, LLC",3
VISION IT SERVICES USA INC,3
"VIZIENT, INC.",3
AMERICAN MEDICAL ASSOCIATION,3
"ISP, LLC",3
IT - SOFT USA INC.,3
"VOLANT HOLDING, LLC",3
VOLTAIRE CAPITAL US LLC,3
"IT EXPERT SYSTEM, INC.",3
IT PEOPLE NETWORK LLC,3
WALKWATER TECHNOLOGIES INC.,3
ITEAM INC,3
ITECH ANALYST CORP,3
"WEB YOGA, INC.",3
"WELLS PLUMBING & HEATING SUPPLIES, INC.",3
WEST FOREST PRODUCTS,3
"BELLY, INC",3
WHIZTEK CORP.,3
WHOLESALE INTERIORS INC,3
ADVIT CONSULTING INC,3
"WILSON DOW GROUP, INCORPORATED",3
JAMES MCHUGH CONSTRUCTION CO,3
BERKLEY INSURANCE COMPANY,3
"JCG TECHNOLOGIES, INC",3
"WOLFF LANDSCAPE ARCHITECTURE, INC.",3
"WONDFO USA CO., LTD.",3
BETHANY ANIMAL HOSPITAL LLC.,3
"AMERIT CONSULTING, INC.",3
"XEROX COMMERCIAL SOLUTIONS, LLC",3
"XEROX RECOVERY SERVICES, INC.",3
JP CONSULTING INC,3
XPERTVANTAGE LLC,3
"XTIVIA, INC.",3
JPMORGAN CHASE &AMP; CO.,3
JPMORGAN CHASE AND CO.,3
"YONGZHENG TAILOR SHOP USA CO., LTD.",3
YOUNG SHIN HEALTH CORPORATION,3
YUANDA USA CORPORATION,3
"Z CAPITAL MANAGEMENT, LLC",3
Z3 TECHNOLOGIES INC,3
"ZACKS INVESTMENT MANAGEMENT, INC.",3
"ZACKS INVESTMENT RESEARCH, INC.",3
"DATA SOLUTIONS, INC.",3
"AEGIS THERAPIES, INC.",3
"KABOUTER MANAGEMENT, LLC",3
"ZIETA TECHNOLOGIES, LLC",3
ZIFO TECHNOLOGIES INC,3
"KALGEN CONSULTANTS, INC.",3
DATAFORMIX TECHNOLOGIES INC,3
"DATAMETRICS SOFTWARE SYSTEMS, INC",3
KELLTON TECH INC,3
"AEROTEK, INC.",3
"KINDRED REHAB SERVICES, INC.",3
BITWISE INC.,3
"DBRS, INC.",3
DECATUR 2012 LLC,3
"BIZNUSSOFT, INC.",3
DEERE & COMPANY,3
"BKL ARCHITECTURE, LLC",3
"KOREAN NEWS OF CHICAGO, INC.",3
AMPEL INC.,3
KRAFT FOODS GROUP BRANDS LLC,3
"KRONSYS, INC.",3
LABEL INSIGHT,3
"DELTA SYSTEM & SOFTWARE, INC",3
LAKEWOOD FAMILY DENTAL,3
"DENTAL PROFESSIONALS OF ILLINOIS, PC",3
"BLITSY, INC.",3
"BLOOMBERG, LP",3
AMPLE IT SERVICES LLC,3
"DESTINY MANAGEMENT COMPANY, LLC",3
"LAW OFFICE OF SALLY CHUNG, LLC",3
GREELEY AND HANSEN LLC,2
"APEX LOGISTICS INTERNATIONAL (ORD), INC.",2
"CLEARESULT CONSULTING, INC.",2
SATSYIL CORP,2
SYNTHESIS TECHNOLOGY CORP.,2
"ICONSULTUS, INC.",2
COMPWARE INFO TECH INC,2
APEX LOGISTICS INTERNATIONAL (ORD) INC.,2
LAZARD FRERES & CO. LLC,2
SAT SOLUTIONS LLC,2
"KALVEN TECHNOLOGIES, INC",2
ICROSSING INC.,2
"GREAT COMPUTER SOLUTIONS, INC.",2
"SARGENT & LUNDY, LLC",2
ICSA INC,2
"SARATOGA PROPERTY ADVISORS, LLC",2
"GRAYCOR CONSTRUCTION COMPANY, INC",2
MEMORIAL HOSPITAL ASSOCIATION,2
BURGESS-NORTON MANUFACTURING COMPANY,2
SARAS AMERICA INC.,2
SARAM SOLUTIONS INC.,2
SAPPHIRE SOFTWARE SOLUTIONS INC,2
"SAP PUBLIC SERVICES, INC.",2
BIG SKY GLOBAL LLC,2
SANVY SYSTEMS INC,2
SANGUINE SOFTWARE SOLUTIONS INC,2
EAST AURORA SCHOOL DISTRICT 131,2
"IDEA TECH SOLUTIONS, INC.",2
"SANCROSOFT USA, INC.",2
"ACE TECHNOLOGIES, INC.",2
TAGORE TECHNOLOGY,2
TAHOE PARTNERS LLC,2
"COMTEK GLOBAL, INC.",2
TAK TECHNOLOGIES INC.,2
CJS TRADING CO.,2
"TAKEDA DEVELOPMENT CENTER AMERICAS, INC.",2
GOVERNORS STATE UNIVERSITY,2
CJ IA USA CORP,2
"GOT YOUR BACK REAL ESTATE GROUP, LLC",2
SAKS IT GROUP,2
SAINT XAVIER UNIVERSITY,2
SAIBERSYS INC,2
"AT&T SERVICES, INC.",2
SAI GLOBAL SOLUTIONS INC,2
"MEGA CIRCUIT, INC.",2
"SAI BUSINESS SOLUTIONS, LLC",2
DATAMART SYSTEMS INC,2
SAI BUSINESS SOLUTIONS LLC.,2
TAPECASE LTD.,2
"MEDVISION, INC.",2
GOODFRIEND MAGRUDER STRUCTURE LLC,2
SACHI CONTRACTORS INC.,2
GOOD EGG MEDIA LLC,2
TATA INTERNATIONAL METALS (AMERICAS) LTD.,2
S.T. SURGICAL CONSULTANTS,2
ASTIR TECHNOLOGIES LLC,2
"MEDTECH STAFFING & SOLUTIONS, INC",2
"GOLDMAN, SACHS & CO.",2
"EARLY WARNING SERVICES, LLC",2
"TAYLOR MADE SOFTWARE, INC.",2
"S&R PROFESSIONALS,L.P.",2
"S&M GROUP, INC.",2
S&C ELECTRIC COMPANY,2
"S&AMP;R PROFESSIONALS,L.P.",2
TCG DIGITAL SOLUTIONS LLC (F/K/A SKYTECH SOLUTIONS LLC),2
"IKON SYSTEMS, LLC",2
"TDJ NORTH AMERICA, LTD.",2
"CONCEPT SCHOOLS, NFP",2
BIMBA MANUFACTURING COMPANY,2
"APEX ENGINEERS, INC.",2
CITY OF CHICAGO SCHOOL DISTRICT #299,2
"RYLEE TECHNOLOGIES, INC.",2
"GOLD COAST IT SOLUTIONS, LLC",2
RWALTZ SOFTWARE SERVICES GROUP INC,2
"TECH RAKERS, INC.",2
BAANYAN SOFTWARE SERVICES,2
RUST-OLEUM CORPORATION,2
ILLINOIS CENTRAL RAILROAD COMPANY,2
"EAGLE TEST SYSTEMS, INC.",2
"TECHEDGE  USA, INC.",2
ILLINOIS COLLEGE OF OPTOMETRY,2
CITRONIT INC,2
CITRON IT INC,2
RUBINOS & MESIA ENGINEERS INC.,2
BIN INSURANCE HOLDINGS LLC,2
"RTM ENGINEERING CONSULTANTS, LLC",2
TECHMAGIX INC,2
"GLOBANT, LLC",2
RSM US LLP,2
"RREM, INC.",2
TECHNIPROS LLC,2
"BTI SOLUTIONS, INC.",2
"BACKOFFICE ASSOCIATES, LLC",2
"TECHNOCENTRA, INC.",2
"RREEF MANAGEMENT, LLC",2
"TECHNODRIVE BUSINESS SOLUTIONS, INC",2
"TECHNOLOGY ADVISORS, INC.",2
CITIGROUP GLOBAL MARKETS INC.,2
TECHNOLOGY SERVICES GROUP INC.,2
"APERTURE GROUP, LLC",2
"CONCORD, INC.",2
"GLOBAL TECHNICAL SOFTWARE SERVICES, INC.",2
ASTELLAS US LLC,2
"AA TECH SOLUTION, INC.",2
"GLOBAL PHARMA TEK, LLC",2
CONCORDIA WIRELESS INC,2
"ROPES & GRAY, LLP",2
KELLOGG BUSINESS SERVICES COMPANY,2
DENTONS US LLP,2
"ROOTSHELL ENTERPRISE TECHNOLOGIES, INC.",2
"CIRCULAR EDGE, LLC",2
"ROLTA INTERNATIONAL, INC.",2
"IMANAGE, LLC",2
"ROLTA ADVIZEX TECHNOLOGIES, LLC",2
"ASTELLAS PHARMA US, INC.",2
MEDIAAGILITY INC.,2
"ROCKWELL AUTOMATION, INC.",2
GLOBAL ECONOMIC ADVANTAGE INC.,2
TEK ANALYTICS,2
ROBERT BOSCH TOOL CORPORATION,2
RN STAFF INC.,2
GLOBAL EAGLE ENTERTAINMENT INC.,2
CONCORDIA WIRELESS INC.,2
"GLOBAL DATA SOLUTIONS, INC.",2
TEK TREE LLC,2
GLENVIEW TERRACE NURSING CENTER,2
"RIVER TO RIVER HEART GROUP, LLC",2
"TEKDYNAMICS, INC.",2
TEKENERGY LLC,2
"GLEN HEALTH AND HOME MANAGEMENT, INC.",2
"RITHMIO, INC.",2
CIGNA HEALTH AND LIFE INSURANCE COMPANY,2
"CIGITAL, INC.",2
"ADVANCED KNOWLEDGE TECH, LLC",2
"KELLY SERVICES, INC.",2
ALLIANZ GLOBAL RISKS US INSURANCE COMPANY,2
RIGHTPOINT CONSULTING LLC,2
CONFIMINDS LLC,2
"RIDGELINE CONSULTANTS, LLC",2
TEKSYSTEMS GLOBAL SERVICES LLC,2
"TEKSYSTEMS GLOBAL SERVICES, LLC",2
"TEKSYSTEMS, INC",2
GHAFARI ASSOCIATES LLC,2
"TEKVISTA,INC",2
CHRONOS GLOBAL CONSULTING INC.,2
"RICHARDSON ELECTRONICS, LTD",2
CONIFER HEALTH SOLUTIONS,2
"TELESIGHT, INC.",2
"BAG MAKERS, INC.",2
AMCOR FLEXIBLES LLC,2
DATAQUEST CORP,2
KENNETH YOUNG CENTER,2
RICE DAIRY LLC,2
DATASERV INC,2
CHRISTIAN BROTHERS SERVICES,2
"TEN35, LLC",2
"ASSURE HOME HEALTHCARE, INC.",2
TENNECO AUTOMOTIVE OPERATING COMPANY INC.,2
"GEORGIA INPATIENT MEDICINE ASSOCIATES, LLC",2
ALLIANCE FOR CHARACTER IN EDUCATION,2
TERMINUS INC.,2
"TERRA ENGINEERING, LTD.",2
"GEORAMA, INC.",2
"TERRY GUEN DESIGN ASSOCIATES, INC.",2
IMS HEALTH INCORPORATED,2
RESTAURANT APPLICATION DEVELOPMENT INTERNATIONAL LLC,2
RESOURCESYS INC.,2
"RESOURCE POINT, LLC",2
"RESOURCE LOGISTICS, INC.",2
MEDIA SYSTEMS INC.,2
GENUINEIT LLC,2
"GENSECURE, INC.",2
"E-GATEMATRIX, LLC",2
"ASSISTED LIVING CONCEPTS, LLC",2
DATAWIN SYSTEMS INC,2
THE ALLANT GROUP,2
AARDEE SOLUTIONS INC.,2
CONSULTADD INC.,2
INCEPTOPIA LLC,2
GENIUS MINDS LLC,2
"DATTA SAMBARE, MD, SC",2
"THE CHAMBERLAIN GROUP, INC.",2
"INDIGO SYSTEMS & TECHNOLOGY CONSULTING, INC.",2
"CONTEXTMEDIA, INC.",2
"AERIS COMMUNICATIONS, INC.",2
"RENAISSANCE RESOURCES, INC.",2
INDU TECH INC,2
"THE CONCORD CONSULTING GROUP OF ILLINOIS, INC",2
"MCGUIRE ENGINEERS, INC.",2
"INDURA SYSTEMS, INC.",2
"THE DOCTORS MANAGEMENT GROUP, LLC",2
ALLGREEN WORLDWIDE EXPRESS CORP.,2
THE EDLONG CORPORATION,2
RELIANT VISION GROUP INC.,2
GENERAL KINEMATICS,2
CONTINENTAL TIRE THE AMERICAS LLC,2
ASSET CORPORATION,2
INDUSA TECHNICAL CORP,2
LINCOLN SHIRE TENNIS MANAGEMENT CO.,2
"INFINITE COMPUTER SOLUTIONS, INC.",2
"INFINITE COMPUTING SYSTEMS, INC.",2
CHILDREN'S HOSPITAL OF CHICAGO MEDICAL CENTER,2
RECRUITING MINDS INC.,2
THE HAUSER DESIGN GROUP,2
THE HENRY M. PAULSON JR. INSTITUTE,2
BAKER AND MCKENZIE LLP,2
"BAKER ENGINEERING AND RISK CONSULTANTS, INC.",2
"REALSOFT TECHNOLOGIES, LLC",2
CHICAGOLAND HEALTH INC.,2
INFINITY TECH GROUP INC.,2
"MCGRAW-HILL GLOBAL EDUCATION, LLC",2
ALLEGRO DEVELOPMENT CORPORATION,2
INFO KEYS INC,2
INFO SERVICES LLC,2
GB TECH INC,2
GATX CORPORATION,2
KIDNEY CARE CENTER ELGIN LLC,2
"INFODRIVE SYSTEMS, LLC",2
RAYVEN IT SOLUTIONS LLC,2
"RAY ALLEN, INC.",2
GATE 39 MEDIA INC.,2
CHICAGO-CHINA RESOURCES GROUP LLC,2
"RANG TECHNOLOGIES, INC.",2
INFOGEN SOFTWARE INC.,2
"CHICAGO SEARCH, LLC",2
"GALAXY SOFTWARE SOLUTIONS, INC.",2
THE PENINSULA CHICAGO,2
"RALLY HEALTH, INC.",2
ASHUTOSH SALES INC,2
COOLSOFT LLC,2
MCDONOUGH DISTRICT HOSPITAL,2
"RAISE MARKETPLACE, INC.",2
THE PRINCIPIA CORPORATION,2
"BALDRIDGE & ASSOCIATES STRUCTURAL ENGINEERING, INC.",2
G3 INFOTEK INC,2
THE SAN JOSE GROUP CO.,2
"MCCLURE ENGINEERING ASSOCIATES, INC.",2
"ACCESS THERAPIES, INC.",2
3Q DIGITAL,2
RAAS INFOTEK LLC,2
"G.H. SMART AND COMPANY, INCORPORATED",2
"THE THALERUS GROUP, INC.",2
THE THRESHOLDS,2
"G.H. FINANCIALS, LLC",2
"R.J. O'BRIEN & ASSOCIATES, L.L.C.",2
"R&J TRUCKING AND RECYCLING, INC.",2
R SYSTEMS INC.,2
"THEME SOFT, INC.",2
QUINN & COMPANY SERVICES INC,2
AMENSYS INC,2
"QUINCY PHYSICIANS &AMP; SURGEONS CLINIC, S.C.",2
"QUINCY PHYSICIANS & SURGEONS CLINIC, S.C.",2
"QUANTUM SOLUTIONS, INC",2
QUANT SYSTEMS INC,2
CORE EDUCATION & TECHNOLOGIES LTD.,2
"QUANDEL CONSULTANTS, LLC",2
"QUALITY THERAPY & CONSULTATION, INC.",2
"FUTURETECH CONSULTANTS, LLC.",2
"QUAD CITIES NEPHROLOGY, P.L.C., L.L.C.",2
THOUGHTWAVE SOFTWARE AND SOLUTIONS INC,2
"CHICAGO HOME HEALTHCARE, S.C.",2
"QTG DEVELOPMENT, INC.",2
QAD INC.,2
TIBCO SOFTWARE INC.,2
CHICAGO CITY SOCCER CLUB,2
"TIGER FINANCIAL MANAGEMENT, LLC",2
"LILAX TECHNOLOGIES, INC.",2
PVR AMERICA INC.,2
"INFOSYS SOLUTIONS, INC.",2
"CHICAGO CHINESE CULTURAL INSTITUTE, INC.",2
TITAN TECHNOLOGIES INC,2
3P LEARNING INCORPORATED,2
"AMERICA AT HOME HEALTHCARE AND NURSING SERVICES, LTD",2
TMAX SOFT INC.,2
"CHICAGO BUILDING DESIGN, P.C.",2
CHICAGO BRIDGE & IRON COMPANY (DELAWARE),2
FULCRUM WORLDWIDE INC,2
"INFOTRELLIS, INC.",2
FUCHS LUBRICANTS CO.,2
"FTI, LLC",2
"TOMY INTERNATIONAL, INC.",2
"PROSPEROWARE, LLC",2
"TOSHIBA MEDICAL RESEARCH INSTITUTE USA, INC.",2
TOTAL SPECTRUM LLC,2
CORNELIUS INC.,2
INFOWEB SYSTEMS INC.,2
DYNATEST CONSULTNG INC.,2
"FRIENDLY CONSULTANTS, INC.",2
"PROSOFT IT SERVICES, INC",2
PROSIS TECHNOLOGIES INC.,2
MAYER BROWN LLP,2
MAXIL TECHNOLOGY SOLUTIONS INC,2
"TRADEHELM, INC",2
FRIENDLY CONSULTANTS INC.,2
PROPEL CORPORATION,2
FRICTIONLESS SOLUTIONS,2
KINGFISH CONSULTANTS INC.,2
"INJ SOFTWARE SOLUTIONS, LLC",2
"INNERWORKINGS, INC.",2
"TRANSCONTINENTAL FUND ADMINISTRATION, LTD",2
"PROMINENT CPAS & ASSOCIATES, LLC.",2
"3CORE SYSTEMS, INC.",2
INNOMINDS SOFTWARE INC.,2
"ARUP NORTH AMERICA, LTD.",2
"PROJECT MADE EASY, INC.",2
BANCO POPULAR NORTH AMERICA,2
PROGRESSIVE IMPRESSIONS INTERNATIONAL INC.,2
TRANSWORLD SYSTEMS INC.,2
"FREQUENCY540, LLC",2
"AMTEX SYSTEMS, INC.",2
TREDEGAR FILM PRODUCTS CORPORATION,2
"TREEHOUSE PRIVATE BRANDS, INC.",2
"PROFUSION FOODS, INC.",2
CORPORATE SOLUTIONS GENERAL INC,2
FREEPORT SCHOOL DISTRICT #145,2
"FREEOSK, INC.",2
PRODWARE SOLUTIONS LLC,2
"TRIBUS POINT, LLC",2
"PROCURED, INC.",2
TRIGENT SOFTWARE INC.,2
"DYNASTY GROUP, INC.",2
FRANK CAI CPA PC,2
"AMERICAN BUSINESS SOLUTIONS, INC.",2
"FPM TECHNOLOGIES, INC.",2
"TRINITY CONSULTING, INC",2
FOUR SEASONS HEATING AND AIR CONDITIONING,2
PRINCIPAL MANUFACTURING CORPORATION,2
"TRIONFO SOLUTIONS, LLC",2
CORTLAND CAPITAL MARKET SERVICES LLC,2
"DYNAMIC SOFTWARE CONSULTANTS, INC",2
BROOK CONSULTANTS INC.,2
CORTZ INC.,2
COSMOS ENGINEERING SERVICES LLC,2
PRIME TRADING LLC,2
"PRIME CIRCLE TECHNOLOGIES, INC.",2
"BANISTER INTERNATIONAL, LLC",2
"PRIMA POWER NORTH AMERICA, INC.",2
CHALLENGER SPORTS CORP.,2
PRESTON INDUSTRIES,2
FORSYS INC,2
PRESENTATION STUDIOS INTERNATIONAL LLC,2
INSIGHT PRODUCT DEVELOPMENT LLC,2
"TRUNK CLUB, INC.",2
PRESENCE LIFE CONNECTIONS,2
PRESENCE HEALTHCARE SERVICES,2
PREPAY NATION LLC,2
KIRKLAND & ELLIS LLP,2
INSIGMA INC.,2
COUNTY OF CLAY,2
"INSTARECON, INC.",2
"ADVANCED TECHNOLOGY SERVICES, INC.",2
TTS SOLUTIONS INC.,2
"TTS SOLUTIONS,INC.",2
"FORELIGHT, INC.",2
INSTITUTE FOR PERSONAL DEVELOPMENT,2
INSTITUTE OF GAS TECHNOLOGY,2
BAR-S FOODS CO.,2
"KITCHENART, LLC",2
PREMIER FARNELL CORP.,2
"INSURANCE AUTO AUCTIONS, INC",2
PRELUDE SYSTEMS INC.,2
MASTER HOME PRODUCTS LTD,2
INSYST INC,2
"KK ASSOCIATES, LLC",2
